#  Scan CV
#  Measurement Settings:
#  Power supply voltage limit:      2.10E+01 V
#  Power supply current limit:      5.00E-04 A
#  LCR measurement voltage:         5.01E-01 V
#  LCR measurement frequency:          5E+04 Hz
#  Voltage Delay:                      20.00 s
#  Channel Delay:                       0.20 s
#  Probecard temperature:               -1.0 C
#  Switchcard temperature:              24.4 C
#  Switchcard measurement setting:  CV
#  Switchcard display setting:      OFF
# 
# 
#  Nominal Voltage [V]	 Measured Voltage [V]	Channel [-]	R [kOhm]	R_Err [kOhm]	X [kOhm]	X_Err [kOhm]	C [pF]	Total Current [A]
# 
2.50000E+01	2.49857E+01	1.70000E+01	9.19242E+04	1.99679E+01	-4.64724E+04	1.63436E+01	6.84944E+01	-7.95711E-09
2.50000E+01	2.49851E+01	1.80000E+01	9.70413E+04	3.68840E+01	-5.03846E+04	1.57274E+01	6.31761E+01	-5.90200E-09
2.50000E+01	2.49854E+01	1.90000E+01	9.46943E+04	2.02015E+01	-4.84722E+04	2.43495E+01	6.56686E+01	-3.35605E-09
2.50000E+01	2.49851E+01	2.00000E+01	9.21829E+04	3.44341E+01	-4.61531E+04	9.33094E+00	6.89682E+01	-5.42936E-09
2.50000E+01	2.49846E+01	2.10000E+01	9.90758E+04	1.78293E+01	-5.15380E+04	7.53244E+00	6.17621E+01	-3.33298E-09
2.50000E+01	2.49850E+01	2.20000E+01	9.37342E+04	1.96799E+01	-4.73209E+04	2.98557E+01	6.72663E+01	-8.64061E-09
2.50000E+01	2.49851E+01	2.30000E+01	9.28164E+04	2.49588E+01	-4.68267E+04	2.00153E+01	6.79761E+01	-4.54300E-09
2.50000E+01	2.49852E+01	2.40000E+01	9.23410E+04	1.11556E+01	-4.66936E+04	3.64608E+01	6.81699E+01	-9.96190E-10
2.50000E+01	2.49855E+01	2.50000E+01	9.12823E+04	2.12993E+01	-4.59354E+04	8.60219E+00	6.92951E+01	-5.19015E-09
2.50000E+01	2.49850E+01	2.60000E+01	9.36349E+04	2.64137E+01	-4.79997E+04	3.17092E+01	6.63150E+01	-3.09571E-09
2.50000E+01	2.49847E+01	2.70000E+01	9.05808E+04	1.29824E+01	-4.54630E+04	2.53023E+01	7.00151E+01	-3.77681E-09
2.50000E+01	2.49848E+01	2.80000E+01	9.31575E+04	2.12434E+01	-4.73099E+04	2.74135E+01	6.72818E+01	1.62718E-09
2.50000E+01	2.49850E+01	2.90000E+01	9.36372E+04	3.10652E+01	-4.78453E+04	3.35785E+01	6.65289E+01	-2.62757E-09
2.50000E+01	2.49853E+01	3.00000E+01	9.31756E+04	2.60062E+01	-4.74362E+04	2.21765E+01	6.71027E+01	6.00132E-10
2.50000E+01	2.49851E+01	3.10000E+01	9.71207E+04	3.43533E+01	-5.00780E+04	2.27576E+01	6.35628E+01	-5.15976E-09
2.50000E+01	2.49854E+01	3.20000E+01	9.17266E+04	2.35137E+01	-4.56867E+04	1.89971E+01	6.96724E+01	-1.01307E-09
2.50000E+01	2.49849E+01	3.30000E+01	9.37270E+04	1.46794E+01	-4.73046E+04	2.25376E+01	6.72894E+01	-1.82756E-09
2.50000E+01	2.49847E+01	3.40000E+01	9.24688E+04	2.38655E+01	-4.64176E+04	1.98928E+01	6.85753E+01	1.09251E-09
2.50000E+01	2.49850E+01	3.50000E+01	9.28281E+04	2.10942E+01	-4.69117E+04	8.81671E+00	6.78530E+01	-2.18156E-09
2.50000E+01	2.49849E+01	3.60000E+01	9.43940E+04	2.00109E+01	-4.83447E+04	2.03410E+01	6.58417E+01	-5.83209E-09
2.50000E+01	2.49851E+01	3.70000E+01	8.93496E+04	1.86609E+01	-4.42358E+04	2.58968E+01	7.19575E+01	-1.99324E-10
2.50000E+01	2.49848E+01	3.80000E+01	9.24042E+04	2.18741E+01	-4.68718E+04	3.31015E+01	6.79108E+01	-4.12511E-09
2.50000E+01	2.49856E+01	3.90000E+01	9.12553E+04	2.90882E+01	-4.60415E+04	2.04352E+01	6.91354E+01	-8.93096E-09
2.50000E+01	2.49850E+01	4.00000E+01	9.02026E+04	2.12244E+01	-4.48274E+04	1.39166E+01	7.10079E+01	-5.60518E-09
2.50000E+01	2.49852E+01	4.10000E+01	9.49122E+04	2.40264E+01	-4.86409E+04	1.57061E+01	6.54407E+01	-2.98077E-09
2.50000E+01	2.49853E+01	4.20000E+01	9.31015E+04	2.46431E+01	-4.71703E+04	2.32003E+01	6.74810E+01	-3.50232E-09
2.50000E+01	2.49858E+01	4.30000E+01	9.16146E+04	2.04718E+01	-4.56148E+04	1.90962E+01	6.97821E+01	-5.75173E-09
2.50000E+01	2.49860E+01	4.40000E+01	9.58687E+04	1.57860E+01	-4.88022E+04	3.44965E+01	6.52245E+01	-2.21356E-09
2.50000E+01	2.49859E+01	4.50000E+01	9.65341E+04	1.31061E+01	-4.95209E+04	2.59883E+01	6.42779E+01	-1.30839E-09
2.50000E+01	2.49862E+01	4.60000E+01	9.20228E+04	1.61509E+01	-4.59316E+04	2.19576E+01	6.93009E+01	-4.55714E-09
2.50000E+01	2.49855E+01	4.70000E+01	9.10942E+04	2.42180E+01	-4.55147E+04	1.43664E+01	6.99357E+01	-2.72122E-09
2.50000E+01	2.49850E+01	4.80000E+01	8.98979E+04	2.07882E+01	-4.45974E+04	1.99208E+01	7.13741E+01	-8.01394E-09
2.50000E+01	2.49854E+01	4.90000E+01	8.82268E+04	2.34075E+01	-4.34561E+04	2.49611E+01	7.32485E+01	-7.35990E-09
2.50000E+01	2.49847E+01	5.00000E+01	8.95064E+04	2.20296E+01	-4.45317E+04	2.42057E+01	7.14794E+01	-6.11954E-09
2.50000E+01	2.49849E+01	5.10000E+01	9.27985E+04	2.41108E+01	-4.70273E+04	2.48809E+01	6.76862E+01	-5.07333E-09
2.50000E+01	2.49850E+01	5.20000E+01	8.84918E+04	2.74370E+01	-4.34455E+04	2.19847E+01	7.32665E+01	-4.66234E-09
2.50000E+01	2.49846E+01	5.30000E+01	9.19935E+04	2.44690E+01	-4.63209E+04	2.61787E+01	6.87184E+01	-5.60191E-09
2.50000E+01	2.49849E+01	5.40000E+01	9.40901E+04	1.87966E+01	-4.74597E+04	1.31400E+01	6.70696E+01	-4.63860E-09
2.50000E+01	2.49849E+01	5.50000E+01	9.17667E+04	2.75860E+01	-4.55255E+04	2.27815E+01	6.99191E+01	-7.64715E-09
2.50000E+01	2.49851E+01	5.60000E+01	9.08651E+04	1.91558E+01	-4.47638E+04	2.88999E+01	7.11087E+01	-3.82391E-09
2.50000E+01	2.49855E+01	5.70000E+01	9.54541E+04	2.35180E+01	-4.87462E+04	1.98053E+01	6.52994E+01	-8.44433E-09
2.50000E+01	2.49853E+01	5.80000E+01	8.99445E+04	3.50865E+01	-4.44506E+04	1.96390E+01	7.16098E+01	-4.04152E-09
2.50000E+01	2.49852E+01	5.90000E+01	8.93368E+04	1.70061E+01	-4.41182E+04	2.79391E+01	7.21493E+01	-8.63212E-09
2.50000E+01	2.49854E+01	6.00000E+01	8.78425E+04	2.32638E+01	-4.29669E+04	2.22893E+01	7.40825E+01	-3.35512E-09
2.50000E+01	2.49856E+01	6.10000E+01	8.96151E+04	9.32768E+00	-4.43528E+04	6.19141E+00	7.17677E+01	-2.61752E-09
2.50000E+01	2.49851E+01	6.20000E+01	9.18948E+04	2.23818E+01	-4.66178E+04	2.54553E+01	6.82808E+01	-3.38522E-09
2.50000E+01	2.49849E+01	6.30000E+01	9.01706E+04	2.60240E+01	-4.48974E+04	1.02193E+01	7.08972E+01	-3.52678E-09
2.50000E+01	2.49846E+01	6.40000E+01	9.09242E+04	2.36039E+01	-4.50884E+04	1.93677E+01	7.05969E+01	-7.29593E-09
2.50000E+01	2.49851E+01	6.50000E+01	9.15261E+04	3.02160E+01	-4.56257E+04	2.25384E+01	6.97654E+01	-3.20616E-09
2.50000E+01	2.49851E+01	6.60000E+01	9.06564E+04	1.88479E+01	-4.47283E+04	3.01923E+01	7.11652E+01	-6.91730E-09
2.50000E+01	2.49848E+01	6.70000E+01	9.10152E+04	2.71863E+01	-4.48428E+04	2.83874E+01	7.09836E+01	-4.75383E-09
2.50000E+01	2.49851E+01	6.80000E+01	9.54653E+04	2.14339E+01	-4.86464E+04	3.16238E+01	6.54334E+01	-7.44547E-09
2.50000E+01	2.49853E+01	6.90000E+01	9.14544E+04	1.97969E+01	-4.52751E+04	1.41179E+01	7.03058E+01	-2.81108E-09
2.50000E+01	2.49850E+01	7.00000E+01	8.89088E+04	1.26449E+01	-4.35909E+04	2.40965E+01	7.30220E+01	-2.57328E-09
2.50000E+01	2.49849E+01	7.10000E+01	8.87493E+04	2.90355E+01	-4.36815E+04	1.33156E+01	7.28707E+01	-5.36100E-09
2.50000E+01	2.49851E+01	7.20000E+01	8.89678E+04	7.81731E+00	-4.37623E+04	1.69934E+01	7.27361E+01	-1.73222E-09
2.50000E+01	2.49848E+01	7.30000E+01	8.83312E+04	2.28474E+01	-4.34871E+04	1.90613E+01	7.31965E+01	-1.42678E-09
2.50000E+01	2.49849E+01	7.40000E+01	8.87220E+04	1.84887E+01	-4.36566E+04	2.88682E+01	7.29123E+01	-3.88962E-09
2.50000E+01	2.49845E+01	7.50000E+01	9.03166E+04	1.86235E+01	-4.47959E+04	2.05699E+01	7.10578E+01	9.09910E-10
2.50000E+01	2.49849E+01	7.60000E+01	8.96755E+04	1.80188E+01	-4.41636E+04	1.42212E+01	7.20752E+01	-2.56324E-09
2.50000E+01	2.49849E+01	7.70000E+01	9.29094E+04	2.03643E+01	-4.63986E+04	2.93447E+01	6.86034E+01	-2.66674E-09
2.50000E+01	2.49852E+01	7.80000E+01	9.37758E+04	2.00539E+01	-4.72748E+04	1.77090E+01	6.73318E+01	-2.72421E-09
2.50000E+01	2.49851E+01	7.90000E+01	9.32017E+04	2.28146E+01	-4.67366E+04	2.32015E+01	6.81072E+01	-5.14756E-09
2.50000E+01	2.49849E+01	8.00000E+01	9.31972E+04	2.43753E+01	-4.67514E+04	1.89569E+01	6.80857E+01	-3.10066E-09
2.50000E+01	2.49851E+01	8.10000E+01	9.18681E+04	1.67654E+01	-4.57049E+04	2.96895E+01	6.96446E+01	-6.45366E-09
2.50000E+01	2.49851E+01	8.20000E+01	8.89354E+04	1.73215E+01	-4.36325E+04	1.19893E+01	7.29525E+01	-5.58571E-10
2.50000E+01	2.49854E+01	8.30000E+01	8.74888E+04	1.12772E+01	-4.27446E+04	2.91551E+01	7.44679E+01	-8.68517E-09
2.50000E+01	2.49847E+01	8.40000E+01	8.68787E+04	7.67583E+00	-4.20160E+04	1.44020E+01	7.57593E+01	-8.94095E-09
2.50000E+01	2.49855E+01	8.50000E+01	8.73478E+04	1.90628E+01	-4.25869E+04	2.89849E+01	7.47437E+01	-8.70604E-09
2.50000E+01	2.49859E+01	8.60000E+01	8.78500E+04	2.09665E+01	-4.27919E+04	2.64553E+01	7.43856E+01	-6.96063E-09
2.50000E+01	2.49855E+01	8.70000E+01	8.84695E+04	2.89572E+01	-4.30627E+04	1.62929E+01	7.39178E+01	-6.93317E-09
2.50000E+01	2.49856E+01	8.80000E+01	9.13627E+04	2.21143E+01	-4.51356E+04	2.54708E+01	7.05231E+01	-6.26932E-09
2.50000E+01	2.49851E+01	8.90000E+01	9.18867E+04	2.20122E+01	-4.54733E+04	2.31258E+01	6.99993E+01	-1.15865E-09
2.50000E+01	2.49855E+01	9.00000E+01	9.02085E+04	1.47782E+01	-4.43373E+04	2.69630E+01	7.17929E+01	-3.42021E-09
2.50000E+01	2.49859E+01	9.10000E+01	8.94465E+04	1.41163E+01	-4.34304E+04	3.20177E+01	7.32920E+01	-6.94493E-09
2.50000E+01	2.49858E+01	9.20000E+01	9.16743E+04	2.48201E+01	-4.55657E+04	2.85811E+01	6.98574E+01	-2.51620E-09
2.50000E+01	2.49858E+01	9.30000E+01	8.80567E+04	1.52085E+01	-4.28535E+04	2.37701E+01	7.42787E+01	-5.30881E-09
2.50000E+01	2.49860E+01	9.40000E+01	8.95979E+04	1.21577E+01	-4.39394E+04	2.32025E+01	7.24430E+01	-8.79818E-09
2.50000E+01	2.49860E+01	9.50000E+01	8.72983E+04	2.30899E+01	-4.22745E+04	2.02596E+01	7.52959E+01	-9.28288E-09
2.50000E+01	2.49855E+01	9.60000E+01	8.83685E+04	1.83881E+01	-4.31638E+04	1.36673E+01	7.37446E+01	-7.80983E-09
2.50000E+01	2.49855E+01	9.70000E+01	8.77284E+04	1.97577E+01	-4.27274E+04	2.36242E+01	7.44978E+01	-3.33108E-09
2.50000E+01	2.49858E+01	9.80000E+01	8.81113E+04	2.10203E+01	-4.28087E+04	1.71765E+01	7.43563E+01	-4.63962E-09
2.50000E+01	2.49859E+01	9.90000E+01	8.82951E+04	1.27501E+01	-4.28023E+04	2.26953E+01	7.43675E+01	1.34018E-09
2.50000E+01	2.49860E+01	1.00000E+02	9.06991E+04	1.30268E+01	-4.48258E+04	2.38645E+01	7.10105E+01	-6.17631E-10
2.50000E+01	2.49860E+01	1.01000E+02	9.10952E+04	2.38148E+01	-4.47750E+04	1.56385E+01	7.10910E+01	-2.55221E-09
2.50000E+01	2.49867E+01	1.02000E+02	9.11384E+04	2.79540E+01	-4.47235E+04	1.72459E+01	7.11728E+01	-8.89187E-09
2.50000E+01	2.49861E+01	1.03000E+02	9.19489E+04	1.60481E+01	-4.57230E+04	2.04019E+01	6.96170E+01	-2.80584E-09
2.50000E+01	2.49861E+01	1.04000E+02	8.99042E+04	1.31874E+01	-4.38997E+04	1.76904E+01	7.25084E+01	-1.97205E-09
2.50000E+01	2.49860E+01	1.05000E+02	8.74824E+04	1.88218E+01	-4.21460E+04	9.82352E+00	7.55256E+01	-8.51479E-09
2.50000E+01	2.49855E+01	1.06000E+02	8.68011E+04	1.93049E+01	-4.19835E+04	2.58568E+01	7.58179E+01	-9.11582E-09
2.50000E+01	2.49853E+01	1.07000E+02	8.83453E+04	3.50228E+01	-4.33266E+04	1.60769E+01	7.34676E+01	-6.30582E-09
2.50000E+01	2.49857E+01	1.08000E+02	8.78437E+04	1.01966E+01	-4.26088E+04	1.38357E+01	7.47051E+01	-7.53232E-09
2.50000E+01	2.49856E+01	1.09000E+02	8.63158E+04	7.21537E+00	-4.13388E+04	2.17797E+01	7.70002E+01	-5.40791E-09
2.50000E+01	2.49855E+01	1.10000E+02	8.73067E+04	2.01552E+01	-4.19326E+04	1.95283E+01	7.59098E+01	1.40616E-09
2.50000E+01	2.49859E+01	1.11000E+02	8.92994E+04	1.32326E+01	-4.35802E+04	2.80460E+01	7.30401E+01	-4.16353E-09
2.50000E+01	2.49852E+01	1.12000E+02	9.09955E+04	2.33753E+01	-4.49652E+04	2.14423E+01	7.07903E+01	9.50701E-10
2.50000E+01	2.49860E+01	1.13000E+02	8.97498E+04	1.80858E+01	-4.34981E+04	2.52997E+01	7.31779E+01	1.12642E-10
2.50000E+01	2.49857E+01	1.14000E+02	9.09918E+04	2.55082E+01	-4.44699E+04	2.04745E+01	7.15788E+01	-2.03699E-09
2.50000E+01	2.49858E+01	1.15000E+02	8.91319E+04	1.62093E+01	-4.34281E+04	2.60030E+01	7.32958E+01	-3.27132E-09
2.50000E+01	2.49862E+01	1.16000E+02	8.80870E+04	2.11178E+01	-4.28113E+04	2.02133E+01	7.43518E+01	-2.28861E-09
2.50000E+01	2.49862E+01	1.17000E+02	8.85104E+04	1.83971E+01	-4.30110E+04	2.36270E+01	7.40067E+01	-4.48402E-09
2.50000E+01	2.49863E+01	1.18000E+02	8.65058E+04	1.63143E+01	-4.18307E+04	1.67755E+01	7.60948E+01	-3.55577E-09
2.50000E+01	2.49859E+01	1.19000E+02	8.71474E+04	1.56833E+01	-4.16302E+04	2.11139E+01	7.64613E+01	-7.51458E-09
2.50000E+01	2.49858E+01	1.20000E+02	8.56663E+04	8.84339E+00	-4.05645E+04	1.17140E+01	7.84700E+01	-4.12623E-09
2.50000E+01	2.49859E+01	1.21000E+02	8.86747E+04	1.33834E+01	-4.26538E+04	7.21071E+00	7.46265E+01	-2.38098E-09
2.50000E+01	2.49860E+01	1.22000E+02	8.69200E+04	7.67974E+00	-4.14637E+04	9.24627E+00	7.67684E+01	-6.30267E-09
2.50000E+01	2.49856E+01	1.23000E+02	9.02979E+04	6.04219E+00	-4.42913E+04	2.06500E+01	7.18674E+01	-9.97777E-09
2.50000E+01	2.49859E+01	1.24000E+02	8.82297E+04	2.50565E+01	-4.23243E+04	9.95518E+00	7.52074E+01	-3.11622E-09
2.50000E+01	2.49854E+01	1.25000E+02	8.96040E+04	1.85270E+01	-4.35614E+04	2.28660E+01	7.30716E+01	-5.67913E-09
2.50000E+01	2.49856E+01	1.26000E+02	8.79455E+04	2.67164E+01	-4.26997E+04	2.01638E+01	7.45461E+01	-4.12034E-09
2.50000E+01	2.49860E+01	1.27000E+02	8.73122E+04	1.97898E+01	-4.13691E+04	1.74746E+01	7.69438E+01	-3.98055E-09
2.50000E+01	2.49864E+01	1.28000E+02	9.00025E+04	2.79916E+01	-4.40816E+04	1.18683E+01	7.22092E+01	1.05200E-09
2.50000E+01	2.49861E+01	1.29000E+02	9.02619E+04	2.50197E+01	-4.42367E+04	2.02586E+01	7.19561E+01	-7.27437E-09
2.50000E+01	2.49863E+01	1.30000E+02	8.86626E+04	2.15651E+01	-4.23412E+04	8.31457E+00	7.51773E+01	-4.04587E-09
2.50000E+01	2.49862E+01	1.31000E+02	8.75804E+04	1.35840E+01	-4.18528E+04	2.73512E+01	7.60547E+01	-5.03872E-09
2.50000E+01	2.49861E+01	1.32000E+02	8.85806E+04	1.76886E+01	-4.27868E+04	8.47410E+00	7.43943E+01	-1.91621E-09
2.50000E+01	2.49861E+01	1.33000E+02	8.94800E+04	1.73129E+01	-4.32291E+04	2.97024E+01	7.36332E+01	5.31467E-10
2.50000E+01	2.49861E+01	1.34000E+02	9.37704E+04	1.80093E+01	-4.72280E+04	3.13819E+01	6.73986E+01	-2.27412E-09
2.50000E+01	2.49861E+01	1.35000E+02	8.83757E+04	2.95141E+01	-4.25013E+04	1.59896E+01	7.48942E+01	-4.34100E-09
2.50000E+01	2.49862E+01	1.36000E+02	9.43943E+04	1.52929E+01	-4.88825E+04	2.28875E+01	6.51173E+01	-2.89046E-09
2.50000E+01	2.49861E+01	1.37000E+02	9.42182E+04	1.62183E+01	-4.87284E+04	3.24666E+01	6.53233E+01	-7.69256E-09
2.50000E+01	2.49856E+01	1.38000E+02	9.55554E+04	3.50709E+01	-4.97409E+04	2.44559E+01	6.39936E+01	-8.47476E-10
2.50000E+01	2.49861E+01	1.39000E+02	8.94808E+04	2.38456E+01	-4.49201E+04	2.07061E+01	7.08613E+01	-3.37902E-09
2.50000E+01	2.49859E+01	1.40000E+02	8.36894E+04	3.25001E+01	-3.96833E+04	1.79207E+01	8.02126E+01	-6.72052E-09
2.50000E+01	2.49859E+01	1.41000E+02	7.55591E+04	1.33359E+01	-3.07689E+04	1.23164E+01	1.03452E+02	-4.38972E-09
2.50000E+01	2.49861E+01	1.42000E+02	6.61352E+04	1.01502E+01	-1.76594E+04	5.62082E+00	1.80250E+02	-8.55194E-09
2.50000E+01	2.49864E+01	1.43000E+02	5.88141E+04	4.74889E+00	-3.19798E+03	5.71323E+00	9.95348E+02	-1.20399E-09
2.50000E+01	2.49859E+01	1.44000E+02	6.19671E+04	8.46182E+00	-9.51967E+03	5.79363E+00	3.34371E+02	-3.49079E-09
5.00000E+01	4.99667E+01	1.00000E+00	1.00197E+05	3.59310E+01	-5.15314E+04	1.39195E+01	6.17701E+01	6.49213E-08
5.00000E+01	4.99665E+01	2.00000E+00	9.90544E+04	2.19476E+01	-5.04810E+04	2.58951E+01	6.30554E+01	3.18932E-09
5.00000E+01	4.99665E+01	3.00000E+00	9.74915E+04	8.39871E+00	-4.96553E+04	2.30293E+01	6.41040E+01	1.14624E-08
5.00000E+01	4.99667E+01	4.00000E+00	9.44518E+04	3.04041E+01	-4.70479E+04	3.43338E+01	6.76566E+01	6.02639E-09
5.00000E+01	4.99670E+01	5.00000E+00	1.00669E+05	1.45134E+01	-5.16876E+04	2.21468E+01	6.15834E+01	1.62681E-09
5.00000E+01	4.99665E+01	6.00000E+00	1.00179E+05	2.69266E+01	-5.12952E+04	3.39688E+01	6.20545E+01	-1.30416E-10
5.00000E+01	4.99665E+01	7.00000E+00	9.92739E+04	2.60829E+01	-5.08958E+04	2.71840E+01	6.25415E+01	-1.44204E-09
5.00000E+01	4.99667E+01	8.00000E+00	9.65647E+04	2.37377E+01	-4.90319E+04	2.28680E+01	6.49190E+01	-1.01927E-09
5.00000E+01	4.99668E+01	9.00000E+00	9.63543E+04	2.31270E+01	-4.88378E+04	3.18354E+01	6.51769E+01	-6.44081E-10
5.00000E+01	4.99666E+01	1.00000E+01	9.61758E+04	2.56469E+01	-4.83135E+04	2.48965E+01	6.58842E+01	9.61816E-10
5.00000E+01	4.99667E+01	1.10000E+01	9.46038E+04	2.02432E+01	-4.70062E+04	1.72568E+01	6.77165E+01	4.77040E-09
5.00000E+01	4.99669E+01	1.20000E+01	9.46114E+04	1.60719E+01	-4.71206E+04	4.03224E+01	6.75522E+01	-1.30872E-09
5.00000E+01	4.99669E+01	1.30000E+01	9.59363E+04	1.97272E+01	-4.82231E+04	2.57754E+01	6.60078E+01	2.48179E-09
5.00000E+01	4.99667E+01	1.40000E+01	9.56724E+04	2.44631E+01	-4.82493E+04	2.07678E+01	6.59719E+01	-1.60541E-09
5.00000E+01	4.99672E+01	1.50000E+01	9.67165E+04	2.69307E+01	-4.90456E+04	1.42664E+01	6.49009E+01	2.98623E-10
5.00000E+01	4.99670E+01	1.60000E+01	9.14365E+04	2.18235E+01	-4.52057E+04	1.70286E+01	7.04136E+01	6.34557E-09
5.00000E+01	4.99671E+01	1.70000E+01	9.32353E+04	2.52516E+01	-4.64719E+04	2.16683E+01	6.84951E+01	7.83405E-10
5.00000E+01	4.99671E+01	1.80000E+01	9.84497E+04	1.67920E+01	-5.04317E+04	3.38582E+01	6.31171E+01	-7.94976E-12
5.00000E+01	4.99674E+01	1.90000E+01	9.60603E+04	1.37705E+01	-4.84870E+04	2.36147E+01	6.56485E+01	-9.55553E-10
5.00000E+01	4.99672E+01	2.00000E+01	9.34727E+04	2.96724E+01	-4.61244E+04	1.74666E+01	6.90111E+01	-2.18241E-09
5.00000E+01	4.99672E+01	2.10000E+01	1.00585E+05	2.89455E+01	-5.16370E+04	2.46468E+01	6.16438E+01	-3.47317E-09
5.00000E+01	4.99671E+01	2.20000E+01	9.50772E+04	2.83035E+01	-4.73254E+04	3.08463E+01	6.72598E+01	-2.97072E-09
5.00000E+01	4.99675E+01	2.30000E+01	9.41458E+04	2.07769E+01	-4.68052E+04	2.32827E+01	6.80073E+01	5.91175E-09
5.00000E+01	4.99669E+01	2.40000E+01	9.36350E+04	2.79781E+01	-4.66880E+04	2.95780E+01	6.81782E+01	-1.01704E-10
5.00000E+01	4.99669E+01	2.50000E+01	9.25515E+04	2.60722E+01	-4.59397E+04	1.90684E+01	6.92886E+01	-1.12740E-09
5.00000E+01	4.99667E+01	2.60000E+01	9.49787E+04	2.16478E+01	-4.80264E+04	3.04134E+01	6.62781E+01	-2.56410E-09
5.00000E+01	4.99666E+01	2.70000E+01	9.18383E+04	5.29090E+00	-4.54400E+04	2.39409E+01	7.00506E+01	-1.95934E-09
5.00000E+01	4.99668E+01	2.80000E+01	9.44740E+04	2.49480E+01	-4.73297E+04	1.91416E+01	6.72537E+01	5.66995E-09
5.00000E+01	4.99667E+01	2.90000E+01	9.49933E+04	2.06181E+01	-4.78565E+04	2.59755E+01	6.65134E+01	4.20100E-10
5.00000E+01	4.99672E+01	3.00000E+01	9.45054E+04	2.43182E+01	-4.74368E+04	1.05054E+01	6.71018E+01	3.52055E-10
5.00000E+01	4.99670E+01	3.10000E+01	9.85935E+04	3.83535E+01	-5.01479E+04	2.58239E+01	6.34743E+01	-1.19721E-09
5.00000E+01	4.99668E+01	3.20000E+01	9.30269E+04	3.29937E+01	-4.56915E+04	1.58394E+01	6.96650E+01	1.89145E-09
5.00000E+01	4.99668E+01	3.30000E+01	9.50779E+04	2.68665E+01	-4.73547E+04	1.41271E+01	6.72183E+01	-2.32671E-09
5.00000E+01	4.99672E+01	3.40000E+01	9.37980E+04	2.56512E+01	-4.64024E+04	1.54250E+01	6.85977E+01	-2.99353E-10
5.00000E+01	4.99671E+01	3.50000E+01	9.41466E+04	2.39169E+01	-4.69362E+04	2.94942E+01	6.78175E+01	-4.86121E-09
5.00000E+01	4.99673E+01	3.60000E+01	9.57403E+04	2.48723E+01	-4.83759E+04	3.11612E+01	6.57993E+01	-7.06585E-10
5.00000E+01	4.99669E+01	3.70000E+01	9.05731E+04	1.63736E+01	-4.41981E+04	1.31146E+01	7.20189E+01	-8.97458E-11
5.00000E+01	4.99670E+01	3.80000E+01	9.37297E+04	2.40407E+01	-4.69101E+04	1.89960E+01	6.78553E+01	-1.26536E-09
5.00000E+01	4.99671E+01	3.90000E+01	9.24789E+04	2.06849E+01	-4.60034E+04	1.87426E+01	6.91927E+01	5.90252E-09
5.00000E+01	4.99672E+01	4.00000E+01	9.14660E+04	2.49005E+01	-4.47892E+04	1.45879E+01	7.10685E+01	3.45980E-09
5.00000E+01	4.99675E+01	4.10000E+01	9.63350E+04	2.42780E+01	-4.86813E+04	2.35445E+01	6.53865E+01	-2.74657E-10
5.00000E+01	4.99671E+01	4.20000E+01	9.44523E+04	2.45279E+01	-4.71948E+04	3.11310E+01	6.74459E+01	-1.88112E-09
5.00000E+01	4.99671E+01	4.30000E+01	9.28869E+04	1.86545E+01	-4.56021E+04	2.12786E+01	6.98016E+01	4.56045E-09
5.00000E+01	4.99675E+01	4.40000E+01	9.72917E+04	2.31833E+01	-4.88471E+04	2.99936E+01	6.51645E+01	5.32290E-09
5.00000E+01	4.99675E+01	4.50000E+01	9.79531E+04	2.33142E+01	-4.95806E+04	2.85359E+01	6.42005E+01	-6.74944E-10
5.00000E+01	4.99673E+01	4.60000E+01	9.33163E+04	2.48060E+01	-4.58876E+04	8.83932E+00	6.93673E+01	4.91713E-11
5.00000E+01	4.99674E+01	4.70000E+01	9.23653E+04	1.85670E+01	-4.55181E+04	2.53879E+01	6.99304E+01	-2.76089E-09
5.00000E+01	4.99674E+01	4.80000E+01	9.11395E+04	2.43522E+01	-4.45690E+04	1.20177E+01	7.14196E+01	-2.34475E-09
5.00000E+01	4.99675E+01	4.90000E+01	8.94278E+04	2.83339E+01	-4.34206E+04	1.32590E+01	7.33085E+01	6.66553E-10
5.00000E+01	4.99678E+01	5.00000E+01	9.07133E+04	2.23741E+01	-4.44833E+04	1.75329E+01	7.15571E+01	3.90368E-09
5.00000E+01	4.99679E+01	5.10000E+01	9.41182E+04	2.65557E+01	-4.70566E+04	1.41255E+01	6.76440E+01	7.81036E-10
5.00000E+01	4.99673E+01	5.20000E+01	8.96908E+04	1.35128E+01	-4.33849E+04	7.50776E+00	7.33689E+01	-1.90138E-09
5.00000E+01	4.99670E+01	5.30000E+01	9.33253E+04	1.80184E+01	-4.63368E+04	1.92432E+01	6.86948E+01	-5.02660E-09
5.00000E+01	4.99673E+01	5.40000E+01	9.54816E+04	2.65616E+01	-4.74995E+04	2.32107E+01	6.70133E+01	5.34469E-09
5.00000E+01	4.99674E+01	5.50000E+01	9.30506E+04	3.07408E+01	-4.55292E+04	3.05192E+01	6.99133E+01	-2.46223E-10
5.00000E+01	4.99672E+01	5.60000E+01	9.21348E+04	1.16403E+01	-4.47084E+04	1.19450E+01	7.11969E+01	-5.54376E-09
5.00000E+01	4.99676E+01	5.70000E+01	9.68686E+04	1.72192E+01	-4.87736E+04	3.72374E+01	6.52627E+01	-1.21581E-09
